tipo_registro,arquivo_origem,aba_origem,titulo_tabela,variavel,nivel,codigo_municipio,municipio,ano,produto,unidade_cabecalho,valor_original,valor_numerico,linha_origem,coluna_origem,ano_cabecalho_original
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1991,Girassol (em grão),,...,,3980,19,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1991,Milho (em grão),,27000,27000.0,3980,20,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1991,Soja (em grão),,25000,25000.0,3980,21,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1991,Tomate,,1,1.0,3980,22,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1991,Trigo (em grão),,7000,7000.0,3980,23,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1992,Aveia (em grão),,870,870.0,3980,24,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1992,Batata-inglesa,,650,650.0,3980,25,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1992,Cebola,,104,104.0,3980,26,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1992,Cevada (em grão),,-,,3980,27,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1992,Feijão (em grão),,11600,11600.0,3980,28,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1992,Girassol (em grão),,...,,3980,29,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1992,Milho (em grão),,29000,29000.0,3980,30,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1992,Soja (em grão),,23000,23000.0,3980,31,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1992,Tomate,,1,1.0,3980,32,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1992,Trigo (em grão),,17600,17600.0,3980,33,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1993,Aveia (em grão),,470,470.0,3980,34,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1993,Batata-inglesa,,270,270.0,3980,35,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1993,Cebola,,30,30.0,3980,36,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1993,Cevada (em grão),,-,,3980,37,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1993,Feijão (em grão),,10100,10100.0,3980,38,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1993,Girassol (em grão),,...,,3980,39,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1993,Milho (em grão),,25000,25000.0,3980,40,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1993,Soja (em grão),,28000,28000.0,3980,41,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1993,Tomate,,1,1.0,3980,42,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1993,Trigo (em grão),,19100,19100.0,3980,43,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1994,Aveia (em grão),,2000,2000.0,3980,44,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1994,Batata-inglesa,,525,525.0,3980,45,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1994,Cebola,,60,60.0,3980,46,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1994,Cevada (em grão),,-,,3980,47,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1994,Feijão (em grão),,11000,11000.0,3980,48,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1994,Girassol (em grão),,...,,3980,49,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1994,Milho (em grão),,30000,30000.0,3980,50,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1994,Soja (em grão),,44990,44990.0,3980,51,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1994,Tomate,,1,1.0,3980,52,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1994,Trigo (em grão),,16600,16600.0,3980,53,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1995,Aveia (em grão),,4000,4000.0,3980,54,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1995,Batata-inglesa,,570,570.0,3980,55,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1995,Cebola,,60,60.0,3980,56,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1995,Cevada (em grão),,70,70.0,3980,57,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1995,Feijão (em grão),,15250,15250.0,3980,58,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1995,Girassol (em grão),,...,,3980,59,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1995,Milho (em grão),,34500,34500.0,3980,60,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1995,Soja (em grão),,47000,47000.0,3980,61,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1995,Tomate,,2,2.0,3980,62,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4104907,Castro (PR),1995,Trigo (em grão),,10500,10500.0,3980,63,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1990,Aveia (em grão),,800,800.0,4185,4,1990
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1990,Batata-inglesa,,190,190.0,4185,5,1990
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1990,Cebola,,6,6.0,4185,6,1990
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1990,Cevada (em grão),,450,450.0,4185,7,1990
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1990,Feijão (em grão),,2000,2000.0,4185,8,1990
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1990,Girassol (em grão),,...,,4185,9,1990
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1990,Milho (em grão),,20000,20000.0,4185,10,1990
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1990,Soja (em grão),,28400,28400.0,4185,11,1990
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1990,Tomate,,3,3.0,4185,12,1990
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1990,Trigo (em grão),,11985,11985.0,4185,13,1990
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1991,Aveia (em grão),,1000,1000.0,4185,14,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1991,Batata-inglesa,,130,130.0,4185,15,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1991,Cebola,,10,10.0,4185,16,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1991,Cevada (em grão),,74,74.0,4185,17,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1991,Feijão (em grão),,3850,3850.0,4185,18,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1991,Girassol (em grão),,...,,4185,19,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1991,Milho (em grão),,21000,21000.0,4185,20,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1991,Soja (em grão),,21994,21994.0,4185,21,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1991,Tomate,,-,,4185,22,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1991,Trigo (em grão),,8400,8400.0,4185,23,1991
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1992,Aveia (em grão),,1000,1000.0,4185,24,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1992,Batata-inglesa,,110,110.0,4185,25,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1992,Cebola,,12,12.0,4185,26,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1992,Cevada (em grão),,415,415.0,4185,27,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1992,Feijão (em grão),,4150,4150.0,4185,28,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1992,Girassol (em grão),,...,,4185,29,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1992,Milho (em grão),,23000,23000.0,4185,30,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1992,Soja (em grão),,22000,22000.0,4185,31,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1992,Tomate,,3,3.0,4185,32,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1992,Trigo (em grão),,11000,11000.0,4185,33,1992
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1993,Aveia (em grão),,1000,1000.0,4185,34,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1993,Batata-inglesa,,55,55.0,4185,35,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1993,Cebola,,12,12.0,4185,36,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1993,Cevada (em grão),,270,270.0,4185,37,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1993,Feijão (em grão),,4200,4200.0,4185,38,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1993,Girassol (em grão),,...,,4185,39,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1993,Milho (em grão),,22000,22000.0,4185,40,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1993,Soja (em grão),,24500,24500.0,4185,41,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1993,Tomate,,3,3.0,4185,42,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1993,Trigo (em grão),,9000,9000.0,4185,43,1993
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1994,Aveia (em grão),,900,900.0,4185,44,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1994,Batata-inglesa,,153,153.0,4185,45,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1994,Cebola,,15,15.0,4185,46,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1994,Cevada (em grão),,400,400.0,4185,47,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1994,Feijão (em grão),,4200,4200.0,4185,48,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1994,Girassol (em grão),,...,,4185,49,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1994,Milho (em grão),,22000,22000.0,4185,50,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1994,Soja (em grão),,25000,25000.0,4185,51,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1994,Tomate,,4,4.0,4185,52,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1994,Trigo (em grão),,9000,9000.0,4185,53,1994
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1995,Aveia (em grão),,2500,2500.0,4185,54,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1995,Batata-inglesa,,140,140.0,4185,55,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1995,Cebola,,10,10.0,4185,56,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1995,Cevada (em grão),,785,785.0,4185,57,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1995,Feijão (em grão),,2000,2000.0,4185,58,1995
produtividade,tabela1991ate1995.xlsx,Área colhida (Hectares),"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias",Área colhida (Hectares),MU,4119905,Ponta Grossa (PR),1995,Girassol (em grão),,...,,4185,59,1995
